1000000021,        0
     4086,     4430
     4088,     4430
     4089,     4430
     4090,     4091
     4091,     4430
     4092,1000000021
     4118,     4119
     4119,  1163740
     4120,     4424
     4121,  1167330
     4122,1000000021
     4124,    31858
     4315,1000000021
     4320,    30476
     4321,  1166193
     4322,    30443
     4323,1000000021
     4324,     4315
     4325,    35483
     4326,1000000021
     4327,  1163750
     4328,    35476
     4329,    35495
     4330,    35484
     4331,    35467
     4333,     4335
     4334,     4338
     4335,1000000021
     4336,    32251
     4337,1000000021
     4338,    35845
     4339, 42776711
     4340,  2153266
     4341,    34864
     4342,1000000021
     4343,1000000021
     4344,     4346
     4345,     4346
     4346,1000000021
     4347,1000000021
     4349,    27322
     4350,     4344
     4351, 42764804
     4352,    29358
     4353,    27310
     4354,    27341
     4355,     4351
     4412, 42780035
     4421,    32202
     4422,1000000021
     4423, 42757934
     4424,    32279
     4425,     4426
     4426,1000000021
     4427,1000000021
     4428,  1165486
     4429,    37437
     4430,    32145
     4431,    34096
     4452,    34647
     4453,     4424
     4454,     4424
     4455,     4454
     4456,    33163
     4494,  1166809
     4495,  1166810
     4496,  1165489
     4514,  1165491
     4515,  1164970
     4581,    36179
     4583,    34475
     4587,  1163889
     4588,1000000021
     4589,    36181
     4590,     4589
     4678,  1167245
    17388,    33512
    17415,  1167330
    17420,    34861
    17421,1000000021
    17422,  1165837
    17427, 42787785
    17466,     4587
    17489,    33571
     7641,  1166810
     7665,     4092
     7757,1000000021
    27305,    27306
    27306,     4412
    27307,     4352
    27308,  1164425
    27310,    27311
    27311,    30459
    27312,     4352
    27313,    29376
    27315,     4352
    27316,     4354
    27317,  1165222
    27318,     4351
    27319,    27317
    27320,    27321
    27321,    27365
    27322,    27323
    27323,  1165730
    27324,  1165730
    27325,  2152572
    27326,     4344
    27327,     4352
    27328,    27331
    27329, 42758186
    27330,    27336
    27331,    27329
    27332,     4351
    27333,  1165730
    27334,  1165730
    27335,    27334
    27336,    29376
    27338,     4349
    27339,  1165730
    27340,     4352
    27341,     4351
    27342,  1164425
    27343,  1165260
    27344,    27308
    27345, 42764799
    27346,    27347
    27347,    27343
    27348,     4352
    27349,  2152572
    27350,1000000021
    27351,1000000021
    27352,    27362
    27353,  1164828
    27354,1000000021
    27355,    27354
    27356,1000000021
    27357,    27358
    27358,    27356
    27359,    27361
    27360,    27359
    27361,    27364
    27362,    27353
    27363,1000000021
    27364,1000000021
    27365,     4351
    27681,     4353
    29352,    27341
    29353,  2152572
    29354,  1165730
    29355,    27341
    29356,  1164425
    29357,  1165730
