1000000022,        0
     4258,  1167366
     4311,  1163947
     4312,  1164432
     4313,    26519
     4314,    38431
     4316,    36376
     4317,     4318
     4318, 42778119
     4319,     4597
     4356,     4318
     4357,  1164514
     4358,  1165267
     4359,    26625
     4360,     4361
     4361,  1164463
     4362,    26479
     4540,  1166651
     4541,    21379
     4542,    27238
     4543,    36331
     4545,    26458
     4546,1000000022
     4547,1000000022
     4575,  1166996
     4577,    26582
     4579,    36348
     4580,    27085
     4582,1000000022
     4584,    21379
     4585, 42762786
     4586,  1165680
     4591,  2152196
     4592,  1165798
     4593,  2152199
     4594,    27073
     4595,    27165
     4596,    26603
     4597,  1165097
     4598,  1163882
     4603,  1166122
    17394,1000000022
    17395,1000000022
    17396,1000000022
    17454,    20595
    17455,1000000022
    17456,    36338
    17457,1000000022
    17458,1000000022
    17459,1000000022
    17465,    27245
    17467,  1166323
    17468, 42770336
    17490, 42778021
     7649,     4597
     7651,  1165680
     7656,    21379
    20453,  1163882
    20456,  1163882
    20497,     4314
    20498,    27171
    20506,  1163882
    20514,    20506
    20548,  1163873
    20549,    21292
    20550,    21292
    20561,    21372
    20562,    20561
    20563,    20562
    20564,    20565
    20565,    23135
    20566,    23135
    20567,    21379
    20581,1000000022
    20584,1000000022
    20585,1000000022
    20586,    23154
    20587,1000000022
    20593,    20594
    20594, 42776416
    20595,    20593
    20596,    20595
    20597,    20596
    20598,1000000022
    20599,    21378
    20600,    21378
    21112,    20506
    21177,    21112
    21218,1000000022
    21219,1000000022
    21220,1000000022
    21221,1000000022
    21222,1000000022
    21223,1000000022
    21227,1000000022
    21230,1000000022
    21231,1000000022
    21232,1000000022
    21235,    21368
    21236,    21368
    21237,    21369
    21247,1000000022
    21248,1000000022
    21262,1000000022
    21264,1000000022
    21265,1000000022
    21266,    21267
    21267,1000000022
    21268,1000000022
    21269,1000000022
    21270,1000000022
    21271,1000000022
    21272,1000000022
    21273,1000000022
    21274,1000000022
    21275,1000000022
    21276,    21278
    21277,1000000022
    21278,1000000022
    21279,1000000022
    21283,1000000022
    21292,    20566
    21294,    21295
    21295,    21296
    21296,    21297
    21297,    21292
    21298,    21299
    21299,    21300
    21300,    20548
    21301,  1163873
    21302,1000000022
    21309,    20581
    21313,1000000022
    21314,1000000022
    21368,    21237
    21369,    21370
    21370,1000000022
    21372,1000000022
    21375,    21377
    21376,    21375
    21377,  1164288
    21378,    23135
    21379,1000000022
    21383,    20587
    21480,    20453
    23135,     4540
    23136,1000000022
    23147,1000000022
    23154,    23135
    23326,    26691
    23327,    38431
    23347,  1163873
    23348,    20549
    23349,  1163873
    23354,    23135
    23355,    21379
    23358,    23135
    23361,1000000022
    23364,1000000022
    23365,    20593
    23368,  2152499
    23369,    23135
    23370,    23135
    23379,1000000022
    23380,1000000022
    23381,1000000022
    23382,1000000022
    23384, 42776416
    23385,    23370
    23386,    20567
    23387,    23386
    23599,1000000022
    23600,1000000022
    23601,1000000022
    23602,1000000022
    23603,1000000022
    23604,1000000022
    23606,1000000022
    23608,1000000022
    23609,1000000022
    23611,1000000022
    23612,1000000022
    23613,1000000022
    23614,1000000022
    23615,1000000022
    23631,1000000022
    23635,    20581
    23672,1000000022
    23673,    23674
    23674,    20586
    23675,    23674
    23676,    23674
    23677,    23674
    23678,    20586
    23679,1000000022
    23680,1000000022
    23687,1000000022
    23688,1000000022
    23699,    23135
    23709,1000000022
    23710,1000000022
    26443,     4597
    26444, 42763455
    26445, 42778119
    26446,     4312
    26447,     4312
    26448,     4312
    26449,  1164514
    26450,     4357
    26451,  1166400
    26452,    26451
    26453,    26473
    26454,    26478
    26455,    26456
    26456,    26457
    26457, 42775934
    26458,1000000022
    26459,     4362
    26460,     4362
    26461,     4362
    26462,    26530
    26463,  1165134
    26464,  1166323
    26465,  1166323
    26466,  1165134
    26467,    26536
    26468,    26528
    26469,    26572
    26470,    26466
    26471,    26466
    26472,     4312
    26473,  1163832
    26474,    26569
    26475,    26449
    26476,    26477
    26477,    26478
    26478,  1166533
    26479,    26480
    26480,    28713
    26481,    26454
    26482,    26472
    26483,    26484
    26484,1000000022
    26485,    26460
    26486,    26482
    26487,    26452
    26488,     4545
    26489,    26530
    26490,    26530
    26491,    28739
    26492,    26530
    26493,1000000022
    26494,    26571
    26495,    26572
    26496,    26469
    26497,  1163878
    26498,  1166295
    26499,    26500
    26500,    26476
    26501,     4312
    26502,     4312
    26503, 42763037
    26504,     4313
    26505,    26529
    26506,    28739
    26507,     4575
    26508,    26509
    26509,    26548
    26510,    26511
    26511,    26512
    26512,    26513
    26513,    26514
    26514,     4311
    26515,  1166323
    26516,     4575
    26517,    26534
    26518,    26516
    26519,  1165169
    26520,     4313
    26521,  1166295
    26522,    26575
    26523,  1166295
    26524, 42763767
    26525,  1165134
    26526,    26506
    26527,    26538
    26528,    26535
    26529, 42770950
    26530,    26529
    26531,     4575
    26532,    26514
    26533,    26514
    26534,    28739
    26535,    26536
    26536,  1164514
    26537, 42765074
    26538,     4603
    26539,    26538
    26540,    26521
    26541,    26524
    26542,    26541
    26543,    26541
    26544,  1166122
    26545,  1166323
    26546, 42770336
    26547,     4603
    26548,    26549
    26549,     4603
    26550,    26499
    26551,    26552
    26552,    26475
    26553,     4603
    26554,     4603
    26555,    26583
    26556,    26555
    26557,    26556
    26558,    26557
    26559,    26558
    26560,    26559
    26561,    26560
    26562,    26561
    26563,  1163832
    26564,     4311
    26565,    26566
    26566,  1167366
    26567,  1167558
    26568,    31929
    26569,  1165615
    26570,  1163878
    26571,  1165680
    26572,  1166295
    26573,  1166295
    26574,  1166295
    26575,    26588
    26576,1000000022
    26577,    26576
    26578,1000000022
    26579,1000000022
    26580,1000000022
    26581,    26580
    26582,    26470
    26583,     4547
    26584,    26568
    26585,    26563
    26586,    26464
    26587,  1167355
    26588,    26591
