1000000002,        0
     4054,     4680
     4057,    39798
     4095,    27571
     4096,    27423
     4097,     4096
     4098,     4100
     4099,  1165718
     4100,     4102
     4101,  1165076
     4102,900017587
     4103,  1164402
     4104,  1164465
     4105,  1167313
     4106,    29097
     4108,  1164358
     4109, 42773912
     4110,     4111
     4111,  1167125
     4112,  1164133
     4184,     4680
     4185, 42771681
     4187,  1164448
     4298,    26827
     4301,  1167361
     4303,    26828
     4304,    26811
     4305,    26816
     4306,    26861
     4307,     4601
     4308,  1165741
     4309,    27045
     4310, 42779387
     4363,    26786
     4364,     4363
     4365,     4364
     4366,    21585
     4367,     4366
     4369,    26716
     4370,     4371
     4371,    26813
     4390,  1166921
     4392,  1164513
     4397,    40732
     4398,    40749
     4399,  1163917
     4400,     4399
     4401,  1167537
     4402,  1166243
     4403,     4404
     4404,  1165820
     4405,  1165820
     4406, 42777658
     4407,900017644
     4408,     4405
     4434,    20710
     4435,  1163706
     4436,     4105
     4437,  1165696
     4438, 42770412
     4439,  1165180
     4440,    20615
     4441,  1166010
     4443,  1167084
     4444,900017642
     4460,    27550
     4464,     4721
     4466,    27462
     4467, 42770203
     4468,    27462
     4469,    27529
     4470,  1165736
     4471,  1167445
     4472,    27451
     4473,900017638
     4474,    36649
     4475, 42783133
     4476,  2152428
     4477,  1166300
     4478,     4470
     4479,  1164413
     4480,  1165736
     4481,    26932
     4482,     4477
     4483,     4110
     4484, 42768316
     4485,     4110
     4488,    40613
     4505,900017623
     4506,    27468
     4508, 42769606
     4510,     4479
     4511, 42767652
     4576,    20552
     4599,     4605
     4600,     4599
     4601,  1167013
     4602,  1166369
     4604,    21571
     4605,  1166204
     4606,     4607
     4607, 42777649
     4608,    21351
     4610,900017616
     4633,     4721
     4634,     4633
     4635,     4633
     4636,     4667
     4641,900017595
     4642,     4633
     4643,900017616
     4645,900017616
     4662,  2153479
     4667,    17477
     4668,900017589
     4669,    40064
     4680,  1165217
     4713,  1164444
     4714,     4505
     4718,    40748
     4721,  1164439
