1000000020,        0
     4065,    38317
     4066,1000000020
     4067,1000000020
     4076,1000000020
     4077,  1163671
     4078,    21204
     4079,  1167017
     4080,  1164490
     4082,  1164526
     4083,900017677
     4084,  1167554
     4085,    20783
     4087,    21016
     4130,  1166004
     4147,     4130
     4148,     4720
     4150,  1166074
     4157,  1163524
     4158,1000000020
     4159,1000000020
     4160,1000000020
     4161,    20239
     4162,1000000020
     4163,  1166941
     4164,  1164616
     4166,     4164
     4170,  1163524
     4171,  1163524
     4172,  1163524
     4173,    21113
     4176,    20417
     4255,    38317
     4256,    37575
     4257,    20482
     4259,  1167575
     4260,  1163516
     4277,    20280
     4278,  1164876
     4279,    20340
     4280,    21107
     4286,  1164093
     4525,  1165040
     4526,    21158
     4527,  1163591
     4530,  1163523
     4531,  1165890
     4532,  1165039
     4533,  1163629
     4534,    20246
     4535, 42767725
     4536,    20920
     4548,    20877
     4550,    20397
     4551,    20472
     4555,     4556
     4556,  1163595
     4557,  1166395
     4558,    23148
     4622,  1164521
     4626, 42783007
     4627,  1166001
     4628,    20078
     4720,  1164509
    17460,    20432
    17472,  1165396
900017677,     4079
900017681,1000000020
     7659,  1165890
     7661,     4536
     7662,  1164076
     7758,     4082
     7761,1000000020
    20009,  1166393
    20010,    21021
    20011,    20298
    20012,    20094
    20013,  1166806
    20014,    20013
    20015,    20849
    20016,    20117
    20017,    21028
    20018,    20019
    20019,    21027
    20020,    20115
    20021,  1165725
    20022, 42782001
    20023,    20065
    20024,  1166254
    20025,  1167497
    20026,    20025
    20027,    20885
    20028,    21038
    20029,    21038
    20030,    20872
    20031,    21058
    20032,  1164522
    20033,    20032
    20034,    21041
    20035,    20034
    20036, 42758194
    20037,    20274
    20038,  1163624
    20039,1000000020
    20040,    20837
    20041,    20837
    20042,  1167419
    20043,1000000020
    20045,  1167521
    20046,    20919
    20047,    21038
    20048,    20037
    20049,    20274
    20050,    20274
    20051,    20908
    20052,    20909
    20053,    20907
    20054,    20905
    20055,    21038
    20056, 42762542
    20057,    20058
    20058,    21038
    20059,    20849
    20060,     4087
    20061, 42780244
    20062,    20063
    20063,    20064
    20064,  1163679
    20065,  1163679
    20066,  1163624
    20067,    20156
    20068,    20067
    20069,    20067
    20070,    20173
    20071,    20173
    20072,    20073
    20073,    20251
    20074,     4259
    20075,  1165040
    20076,    21146
    20077,     4555
    20078,    20077
    20079,    20408
    20080,    20408
    20081,    20411
    20082,    20412
    20083, 42767725
    20084, 42767725
    20085, 42767725
    20086,    20409
    20087,    20410
    20088,     4147
    20089,  1167104
    20090,    20091
    20091,  1166364
    20092,  1167104
    20093,  1163622
    20094,    21049
    20095,     4085
    20096,  1165890
    20097,    20038
    20098,    20099
    20099,    20100
    20100,  1163624
    20101,    20093
    20102,    20093
    20103,  1163623
    20104,    20093
    20105,    20021
    20106,    21026
    20107,    21026
    20108,    21026
    20109,    21026
    20110,    20138
    20111,    20138
    20112,    20134
    20113,    21027
    20114,    20021
    20115,  1165725
    20116,1000000020
    20117,1000000020
    20118,1000000020
    20119,1000000020
    20120,  1165725
    20121,1000000020
    20122,1000000020
    20123,  1163598
    20124,    20123
    20125,1000000020
    20126,1000000020
    20127,1000000020
    20128,    20119
    20129,    21068
    20130,  1167498
    20131,1000000020
    20132,1000000020
    20133,1000000020
    20134,    20133
    20135,    20134
    20136,1000000020
    20137,1000000020
    20138,  1165725
    20139,    21002
    20140,1000000020
    20141,1000000020
    20142,  1163625
    20143,  2153576
    20144,    20505
    20145,    20505
    20146,    23204
    20147,1000000020
    20148,1000000020
    20149,1000000020
    20150,    20043
    20151,  1166806
    20152,    20151
    20153,  2153485
    20154,    20155
    20155,  2152769
    20156,  2152769
    20157,  2152769
    20158,    20156
    20159,  1167522
    20160, 42781921
    20161,1000000020
    20162,     4079
    20163,  1164490
    20164,     4079
    20165,    20404
    20166,    21125
    20167,     4555
    20168,  1167422
    20169,     4085
    20170,     4085
    20171,     4085
    20172,  1167419
    20173,    20072
    20174,    20073
    20175,    20783
    20176,    20138
    20177,    21122
    20178,    20512
    20179,     4171
    20180,    20972
    20181,1000000020
    20182,    20832
    20183,  1167171
    20184,  1167171
    20185,  1167171
    20186,    20783
    20187,    20783
    20188,    20201
    20189,     4085
    20190,    20189
    20191,     4085
    20192,    20154
    20193,    20154
    20194,    20159
    20195,    20789
    20196,    20195
    20197,    20196
    20198,    20197
    20199,    20200
    20200,    20196
    20201,    20200
    20202,    20203
    20203,    20204
    20204,    20205
    20205,1000000020
    20206,  1164523
    20207,  1164523
    20208,  1167498
    20209,    20208
    20210,    20211
    20211,    20798
    20212,    23243
    20213,    23243
    20214,  1166094
    20215,  1166094
    20216,    20215
    20217,    20218
    20218,    20257
    20219,    20217
    20220,    20217
    20221,    20217
    20222,    20217
    20223,    21051
    20224,    20831
    20225,    20247
    20226,    20227
    20227,  1166393
    20228,  1163526
    20229,    21040
    20230,    21040
    20231,  1166941
    20232,    20849
    20233,    20297
    20234,    20849
    20235,    20234
    20236,     4530
    20237,     4720
    20238,  1166045
    20239,     4278
    20240,    20242
    20241,    20060
    20242,    20015
    20243,    20015
    20244,    20231
    20245,    20244
    20246,    20230
    20247,    20224
    20248,  1166393
    20249,    20013
    20250,    20013
    20251,    20194
    20252,    20286
    20253,  1165356
    20254,    20309
    20255,    20919
    20256,  1165725
    20257,    20129
    20258,    20152
    20259,    20849
    20260,  1165860
    20261,  1165860
    20262,  1163516
    20263,  1163516
    20264,  1163516
    20265,  1163516
    20266,    25941
    20267,    20305
    20268,  1163527
    20269,    20310
    20270,    20271
    20271,     4147
    20272,    20859
    20273,    20272
    20274,    21039
    20275,    20277
    20276,    20238
    20277,    20276
    20278,    20307
    20279,    20282
    20280,    20281
    20281,    21061
    20282,    21061
    20283,     4277
    20284,    20935
    20285,    20849
    20286,    20287
    20287,    20288
    20288,    20849
    20289,    20232
    20290,    20015
    20291,    20293
    20292,    20291
    20293,    20258
    20294,    20311
    20295,    20337
    20297,     4085
    20298,     4085
    20299,    20300
    20300,     4277
    20301,  1166393
    20302,  1166393
    20303,  1166393
    20304,  1167030
    20305,    20306
    20306,     4150
    20307,    20308
    20308,    21037
    20309,    21077
    20310,    21051
    20311,    21014
    20312,    21148
    20313,    20314
    20314,  1163524
    20315,    20316
    20316,  1163524
    20317,  1163524
    20318,  1163524
    20319,  1163524
    20320,    20321
    20321,    21094
    20322,    20323
    20323,  1163524
    20324,    20320
    20325, 42761602
    20326,    21093
    20327,  1164093
    20328,    20355
    20329,  1164076
    20330,    20359
    20331,    20358
    20332,    20253
    20333,  1167573
    20334,    21079
    20335,    21079
    20336,    21079
    20337,    21107
    20338,     4280
    20339,    20353
    20340,    20339
    20341,  1163646
    20343,  1165757
    20344,  1165757
    20345,  1163646
    20348,  1165356
    20349,  1167261
    20350,  1164076
    20351,  1164076
    20352,     4280
    20353,     4280
    20354,    20045
    20355,  1167521
    20356,    20357
    20357,  1164093
    20358,  1165356
    20359,  1164185
    20361,    21156
    20362,  1163524
    20363,  1163524
    20364,  1163524
    20365,    20364
    20366,  1163524
    20367,    20366
    20368,  1163524
