1000000001,        0,        0,        0
     4056,    34746,        0,        0
     4058,  1165829,        0,        0
     4059,    34746,        0,        0
     4061,     4190,        0,        0
     4107,1000000001,        0,        0
     4113,  1166711,        0,        0
     4114,  1166320,        0,        0
     4115,    17437,        0,        0
     4116,     4113,        0,        0
     4117,     4115,        0,        0
     4154,    23034,        0,        0
     4178,     4677,        0,        0
     4179,  1164219,        0,        0
     4180,900017542,        0,        0
     4181,     4180,        0,        0
     4182,     4181,        0,        0
     4183,     4181,        0,        0
     4186,    34710,        0,        0
     4188,900017576,        0,        0
     4189,    25049,        0,        0
     4190,900017532,        0,        0
     4191,     4059,        0,        0
     4192,    28341,        0,        0
     4193,    25032,        0,        0
     4194,  1165855,        0,        0
     4196,  1164251,        0,        0
     4198,     4200,        0,        0
     4200,900017570,        0,        0
     4202,     4190,        0,        0
     4203,    17491,        0,        0
     4409,  1164583,        0,        0
     4410,  1165263,        0,        0
     4411,    21942,        0,        0
     4413, 42775563,        0,        0
     4414,    21719,        0,        0
     4415,1000000001,        0,        0
     4416,  1165337,        0,        0
     4417,  1167509,        0,        0
     4418,     4417,        0,        0
     4419,1000000001,        0,        0
     4420,    21819,        0,        0
     4442,     4447,        0,        0
     4445,    21923,        0,        0
     4446,1000000001,        0,        0
     4447,     4107,        0,        0
     4448,1000000001,        0,        0
     4449,    22185,        0,        0
     4450,    21811,        0,        0
     4451,    21965,        0,        0
     4486,  1164220,        0,        0
     4487,  1164264,        0,        0
     4490,     4116,        0,    17435
     4491,900017540,        0,    17435
     4493,  1164726,        0,        0
     4507,  1164325,        0,        0
     4509,    22581,        0,        0
     4512, 42767500,        0,        0
     4644,  1167269,        0,        0
     4646,  1164333,        0,        0
     4647,    22321,        0,        0
     4648,  1166149,        0,        0
     4649,  1167102,        0,        0
     4650,     4652,        0,        0
     4651,    22513,        0,        0
     4652,  1166151,        0,        0
     4653,  2152324,        0,        0
     4654,    22690,        0,        0
     4655,  1164237,        0,        0
     4656,     4654,        0,        0
     4657,     4656,        0,        0
     4658,     4657,        0,        0
     4659,    22436,        0,        0
     4660,     4691,        0,        0
     4661,    25386,        0,        0
     4663,     4661,        0,        0
     4670,     4671,        0,        0
     4671,  1164275,        0,        0
     4672,  1165652,        0,        0
     4673,     4674,        0,        0
     4674,     4676,        0,        0
     4675,  1165067,        0,        0
     4676,     4675,        0,        0
     4677,     4679,        0,        0
     4679,  1165069,        0,        0
     4681,900017550,        0,        0
     4691,     4697,        0,        0
     4697,  1167002,        0,        0
     4698,  1164234,        0,        0
     4699,  1167075,        0,        0
     4700,  1164227,        0,        0
     4701,  1164231,        0,        0
     4702,  1165402,        0,        0
     4703,  1165478,        0,        0
     4704,    22411,        0,        0
     4705,  1165829,        0,        0
     4706,  1167278,        0,        0
     4707,  1165514,        0,        0
     4708,  1166155,        0,        0
     4709,  1164270,        0,        0
     4710,  1166135,        0,        0
     4711,    22360,        0,        0
     4712,  1166826,        0,        0
     4719,  1164297,        0,        0
    17387,    22011,        0,        0
    17401,900017548,        0,        0
    17402,900017581,        0,        0
    17403,     4190,        0,        0
    17405,     4186,        0,        0
    17406,  1163443,        0,        0
    17431,  1164782,        0,        0
    17435,  1166134,  1165329,        0
    17436,  1167223,        0,    17435
    17437,  1165993,        0,        0
    17479,  1166296,        0,        0
    17480,  1164247,        0,        0
    17487,  1165402,        0,        0
    17488,  1166156,        0,        0
    17491,     4190,        0,        0
900017532,900017533,        0,        0
900017533,900017537,        0,        0
900017534,     4178,        0,        0
900017535,900017534,        0,        0
900017536,900017541,        0,        0
900017537,900017536,        0,        0
900017538,900017535,        0,        0
900017539,900017555,        0,        0
900017540,     4116,        0,    17435
900017541,900017543,        0,        0
900017542,900017538,        0,        0
900017543,900017553,        0,        0
900017544,900017539,        0,        0
900017545,900017549,        0,        0
900017546,900017580,        0,        0
900017547,900017573,        0,        0
900017548,900017546,        0,        0
900017549,  1165656,        0,        0
900017550,900017549,        0,        0
900017551,  1164263,        0,        0
900017552,900017547,        0,        0
900017553,900017552,        0,        0
900017554,900017569,        0,        0
900017555,900017545,        0,        0
900017556,  1167235,        0,        0
900017557,900017575,        0,        0
900017558,900017562,        0,        0
900017559,900017564,        0,        0
900017560,900017585,        0,        0
900017561,900017560,        0,        0
900017562,900017544,        0,        0
900017563,900017576,        0,        0
900017564,900017557,        0,        0
900017565,900017573,        0,        0
900017566,900017559,        0,        0
900017567,  1164323,        0,        0
900017568,900017578,        0,        0
900017569,     4181,        0,        0
900017570,900017571,        0,        0
900017571,900017582,        0,        0
900017572,900017584,        0,        0
900017573,900017548,        0,        0
900017574,  1165109,        0,        0
900017575,900017556,        0,        0
900017576,900017568,        0,        0
900017577,900017558,        0,        0
900017578,900017583,        0,        0
900017579,900017577,        0,        0
900017580,900017554,        0,        0
900017581,900017561,        0,        0
900017582,900017572,        0,        0
900017583,  1167304,        0,        0
900017584,900017563,        0,        0
900017585,     4190,        0,        0
900017586,900017566,        0,        0
     7639,  1166314,        0,        0
     7642,     4649,        0,        0
     7654,     4107,        0,        0
    20680,    21891,        0,        0
    20681,    21744,        0,        0
    20682,  1165583,        0,        0
    20729,900017551,        0,        0
    20730,    20742,        0,        0
    20742,    22142,        0,        0
    20743,    21989,        0,        0
    20744,  1164224,        0,        0
    20745,  1164224,        0,        0
    20746,    21850,        0,        0
    20747,    21696,        0,        0
    20748,    25076,        0,        0
    20749,  1165855,        0,        0
    20754,    25393,        0,        0
    20755,    20754,        0,        0
    20756,    20767,        0,        0
    20757,    20755,        0,        0
    20758,     4189,        0,        0
    20759,    25049,        0,        0
    20760,    20759,        0,        0
    20761,    20760,        0,        0
    20762,    21698,        0,        0
    20763,    21758,        0,        0
    20764,    21755,        0,        0
    20766,    21746,        0,        0
    20767,  1165066,        0,        0
    20768,    25049,        0,        0
    20770,    25398,        0,        0
    20771,    25049,        0,        0
    20772,    25394,        0,        0
    20773,    25049,        0,        0
    20778,    25399,        0,        0
    20780,  1164263,        0,        0
    20795,  1164221,        0,        0
    21656,900017551,        0,        0
    21657,    21661,        0,        0
    21658,    21758,        0,        0
    21659,    21758,        0,        0
    21660,    21662,        0,        0
    21661,    21662,        0,        0
    21662,    22121,        0,        0
    21663,    22231,        0,        0
    21664,    21665,        0,        0
    21665, 42781425,        0,        0
    21666,     4113,        0,        0
    21681,    21721,        0,        0
    21682,     4417,        0,        0
    21694,    21853,        0,        0
    21695,    20729,        0,        0
    21696,  1165105,        0,        0
    21697,    22093,        0,        0
    21698,  1164166,        0,        0
    21700,     4512,        0,        0
    21701,  1165105,        0,        0
    21702,    21871,        0,        0
    21703,  1164157,        0,        0
    21704,    21700,        0,        0
    21705,    21700,        0,        0
    21706,    22279,        0,        0
    21707,     4649,        0,        0
    21709,  1167657,        0,        0
    21710,     4712,        0,        0
    21711,     4712,        0,        0
    21712, 42757633,        0,        0
    21713, 42767581,        0,        0
    21714,    21743,        0,        0
    21715,     4486,        0,        0
    21716,  2153630,        0,        0
    21717,  1166513,        0,        0
    21718,    21721,        0,        0
    21719,1000000001,        0,        0
    21720,  1165794,        0,        0
    21721,    21720,        0,        0
    21722,    21824,        0,        0
    21723,  1167233,        0,        0
    21724,  1164221,        0,        0
    21725,     4486,        0,        0
    21726,    21887,        0,        0
    21727,    21887,        0,        0
    21739,    22104,        0,        0
    21740,  1164264,        0,        0
    21741,    21891,        0,        0
    21742,     4487,        0,        0
    21743,  1164264,        0,        0
    21744,  1164264,        0,        0
    21745,  1164143,        0,        0
    21746,  1165066,        0,        0
    21747,  1164661,        0,        0
    21751,    20778,        0,        0
    21752,  1167350,        0,        0
    21753,    25105,        0,        0
    21754,    25398,        0,        0
    21755,    21757,        0,        0
    21756,    21757,        0,        0
    21757,  1166513,        0,        0
    21758,    22148,        0,        0
    21759,    27069,        0,        0
    21760,    22148,        0,        0
    21763,     4672,        0,        0
    21764,  1165829,        0,        0
    21765,    22542,        0,        0
    21766,  1166207,        0,        0
    21767,    22290,        0,        0
    21768,  1165731,        0,        0
    21769,  1165731,        0,        0
    21771,  1165705,        0,        0
    21772,  1166312,        0,        0
    21773, 42781338,        0,        0
    21774, 42781335,        0,        0
    21775,    21779,        0,        0
    21776,1000000001,        0,        0
    21777,1000000001,        0,        0
    21778, 42781073,        0,        0
    21779,    22232,        0,        0
    21780,  1166145,        0,        0
    21781,    21796,        0,        0
    21782, 42777118,        0,        0
    21783,    22150,        0,        0
    21784,    22016,        0,        0
    21785,  1167510,        0,        0
    21786,1000000001,        0,        0
    21787,    21785,        0,        0
    21788,     4442,        0,        0
    21789,    21790,        0,        0
    21790, 42773852,        0,        0
    21791,    22026,        0,        0
    21792,    21793,        0,        0
    21793,    21911,        0,        0
    21794, 42756276,        0,        0
    21795,    21774,        0,        0
    21796,  1167156,        0,        0
    21797,  1167233,        0,        0
    21798,    21778,        0,        0
    21799,    21773,        0,        0
    21800,  1165583,        0,        0
    21802,    24702,        0,        0
    21803, 42757516,        0,        0
    21804, 42757516,        0,        0
    21805,    21944,        0,        0
    21806,    22172,        0,        0
    21807,1000000001,        0,        0
    21808,    21940,        0,        0
    21809,1000000001,        0,        0
    21810,     4417,        0,        0
    21811,     4442,        0,        0
    21812,1000000001,        0,        0
    21813,     4417,        0,        0
    21814,1000000001,        0,        0
    21816,     4417,        0,        0
    21817,     4414,        0,        0
    21818,  1165794,        0,        0
    21819,     4417,        0,        0
    21820,     4420,        0,        0
    21821,    21966,        0,        0
    21822,1000000001,        0,        0
    21823,    22055,        0,        0
    21824,     4420,        0,        0
    21825,    22189,        0,        0
    21826,1000000001,        0,        0
    21827,    21722,        0,        0
    21828,    21816,        0,        0
    21829, 42782794,        0,        0
    21830,    22190,        0,        0
    21833,  1164221,        0,        0
    21834,900017551,        0,        0
    21835,  1164263,        0,        0
    21836,  1164225,        0,        0
    21837, 42777715,        0,        0
    21838,  1164263,        0,        0
    21839,    20747,        0,        0
    21840,    21696,        0,        0
    21841,    21694,        0,        0
    21842, 42777788,        0,        0
    21843,    22163,        0,        0
    21844,    21842,        0,        0
    21845,    21849,        0,        0
    21846,    21983,        0,        0
    21847,    21983,        0,        0
    21848,    21854,        0,        0
    21849,    21854,        0,        0
    21850,  1165105,        0,        0
    21852,     4512,        0,        0
    21853, 42784021,        0,        0
    21854, 42784021,        0,        0
    21855,    21713,        0,        0
    21856,    21705,        0,        0
    21857,    22254,        0,        0
    21859, 42760212,        0,        0
    21860,  1164143,        0,        0
    21861,    22117,        0,        0
    21862,    21658,        0,        0
    21863,  2153630,        0,        0
    21864,  1164142,        0,        0
    21865,    21700,        0,        0
    21866,  1165105,        0,        0
    21867,  1167228,        0,        0
    21868,  1167228,        0,        0
    21869,  1166525,        0,        0
    21870,  1166525,        0,        0
    21871,  1165585,        0,        0
    21872,  1164156,        0,        0
    21873,  2152411,        0,        0
    21874, 42786673,        0,        0
    21875,  1167196,        0,        0
    21876,    22102,        0,        0
    21878,    22000,        0,        0
    21879,    21887,        0,        0
    21880,  1164264,        0,        0
    21881,    21880,        0,        0
    21882,    21739,        0,        0
    21883,    21886,        0,        0
    21884,    22103,        0,        0
    21885,    21745,        0,        0
    21886,    21884,        0,        0
    21887,    21742,        0,        0
    21888,    21889,        0,        0
    21889,    22255,        0,        0
    21890,    20680,        0,        0
    21891,     4487,        0,        0
    21892,     4487,        0,        0
    21893,     4487,        0,        0
    21894,  1164143,        0,        0
    21895,  1165875,        0,        0
    21896,    21659,        0,        0
    21897,    21659,        0,        0
    21898,    22095,        0,        0
    21899,    27069,        0,        0
    21900,    21782,        0,        0
    21901,    21663,        0,        0
    21902,  1164155,        0,        0
    21903,     4448,        0,        0
    21904,    21740,        0,        0
    21905,    21965,        0,        0
    21906, 42783908,        0,        0
    21908,  1164244,        0,        0
    21909,  1164244,        0,        0
    21910,    22026,        0,        0
    21911,    21912,        0,        0
    21912,    21921,        0,        0
    21913,    22250,        0,        0
    21914,    21915,        0,        0
    21915,    21918,        0,        0
    21916, 42757516,        0,        0
    21917,    22244,        0,        0
    21918,1000000001,        0,        0
    21919,  1165866,        0,        0
    21920,     4445,        0,        0
    21921,  1164781,        0,        0
    21922,    21923,        0,        0
    21923,  1164781,        0,        0
    21924,  1164786,        0,        0
    21925,  1165263,        0,        0
    21926, 42783919,        0,        0
    21927,  1165339,        0,        0
    21928,  1165339,        0,        0
    21929,    21806,        0,        0
    21930,    21913,        0,        0
    21931,    21932,        0,        0
    21932,  1165866,        0,        0
    21933,     4410,        0,        0
    21934,  1164781,        0,        0
    21935,    21936,        0,        0
    21936,    21937,        0,        0
    21937,    25483,        0,        0
    21938,    21925,        0,        0
    21939,     4409,        0,        0
    21940,  1164583,        0,        0
    21941,    22038,        0,        0
    21942,1000000001,        0,        0
    21943,1000000001,        0,        0
    21944,    22247,        0,        0
    21945,     4416,        0,        0
    21946,    21954,        0,        0
    21947,1000000001,        0,        0
    21948,     4117,        0,        0
    21949,     4447,        0,        0
    21950,  1167055,        0,        0
    21951,  1167055,        0,        0
    21952,    21927,        0,        0
    21954,1000000001,        0,        0
    21955,    21805,        0,        0
    21956,1000000001,        0,        0
    21957,    21933,        0,        0
    21958,    21957,        0,        0
    21959,    21928,        0,        0
    21960,    21914,        0,        0
    21961,    21807,        0,        0
    21962,    21963,        0,        0
    21963,  1165794,        0,        0
    21964,    22063,        0,        0
    21965,     4417,        0,        0
    21966,     4417,        0,        0
    21967,    22027,        0,        0
    21968,    21787,        0,        0
    21969, 42781073,        0,        0
    21970, 42773535,        0,        0
    21971,     4486,        0,        0
    21972,    22257,        0,        0
    21973,    22257,        0,        0
    21974,     4486,        0,        0
    21975,  1164264,        0,        0
    21976,  1164264,        0,        0
    21977,    21881,        0,        0
    21978,    21700,        0,        0
    21979,    21700,        0,        0
    21980,     4512,        0,        0
    21981,    21704,        0,        0
    21982,  1164166,        0,        0
    21983,    21982,        0,        0
    21984,    21696,        0,        0
    21985,  1165105,        0,        0
    21986,  1165105,        0,        0
    21987,    21986,        0,        0
    21988,  1165105,        0,        0
    21989,    22003,        0,        0
    21990,    21991,        0,        0
    21991,    21992,        0,        0
    21992,    21974,        0,        0
    21993,    21992,        0,        0
    21994, 42783823,        0,        0
    21995,    21786,        0,        0
    21996,    21997,        0,        0
    21997,1000000001,        0,        0
    21998,900017540,        0,        0
    21999,900017551,        0,        0
    22000,     4487,        0,        0
    22001,     4116,        0,        0
    22002,    21717,        0,        0
    22003, 42756085,        0,        0
    22004, 42756276,        0,        0
    22005,  1164174,        0,        0
    22006,     4115,        0,        0
    22007,  1164221,        0,        0
    22008,    21783,        0,        0
    22009,1000000001,        0,        0
    22010,    22259,        0,        0
    22011,    22134,        0,        0
    22012,  1166513,        0,        0
    22013,     4117,        0,        0
    22014,    22136,        0,        0
    22015,     4115,        0,        0
    22016,    22233,        0,        0
    22017,1000000001,        0,        0
    22023,    23162,        0,        0
    22024,    21951,        0,        0
    22025,    21911,        0,        0
    22026,    22157,        0,        0
    22027,    21912,        0,        0
    22028,  1164224,        0,        0
    22029,    22067,        0,        0
    22030,  1164244,        0,        0
    22032,    22236,        0,        0
    22033,    21835,        0,        0
